CustomerID,Province,Area,Phone,Multiple Lines,Combi Contract,Internet Speed,TV Subscription,Tenure,Monthly Charges,Total Charges,Payment Method,Extended Security,CustServ Calls,Churn
3061,ZL,South,045-3481163,yes,yes,500,Extra,5,68,340,Direct Debit,yes,11,True.
1502,LB,South,045-4023886,no,yes,250,Basic,13,53.5,695.5,Direct Debit,no,0,False.
0950,GD,Center,030-4179814,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
0033,DR,North,050-3419443,no,yes,50,Basic,2,53.5,107,Direct Debit,no,3,False.
0245,FL,Center,030-3419764,no,yes,50,Basic,4,53.5,214,Direct Debit,no,0,False.
1598,LB,South,045-4212245,no,yes,250,Basic,8,53.5,428,Direct Debit,no,1,False.
1552,LB,South,045-4114714,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,12,True.
1862,NB,South,045-4072718,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
0752,GD,Center,030-3556560,yes,no,500,Extra,2,68,136,Direct Debit,yes,0,False.
2568,UT,Center,030-3822879,no,no,500,Extra,1,68,68,Direct Debit,yes,1,False.
0170,DR,North,050-4057850,no,yes,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
1395,LB,South,045-3807277,no,no,250,Basic,56,53.5,2996,Direct Debit,no,3,False.
0063,DR,North,050-3538363,no,yes,250,Basic,4,53.5,214,Direct Debit,no,13,True.
2719,ZH,Center,030-3389873,no,no,50,Basic,18,53.5,963,Direct Debit,no,2,False.
2879,ZH,Center,030-3898096,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,2,False.
1410,LB,South,045-3842372,yes,yes,250,Basic,22,53.5,1177,Direct Debit,no,11,True.
1758,NB,South,045-3792991,no,no,1000,Super,30,88.5,2655,iDeal,yes,1,False.
1081,GR,North,050-3796506,no,yes,250,Basic,35,53.5,1872.5,Direct Debit,no,4,False.
2681,UT,Center,030-4228268,yes,no,250,Basic,8,53.5,428,Direct Debit,no,2,False.
3295,ZL,South,045-4114674,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,3,False.
1190,LB,South,045-3356508,no,yes,500,Extra,22,68,1496,Direct Debit,yes,10,True.
2842,ZH,Center,030-3772725,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
0246,FL,Center,030-3431323,no,yes,50,Basic,11,53.5,588.5,Direct Debit,no,3,False.
2505,UT,Center,030-3579136,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,16,True.
2691,ZH,Center,030-3319149,no,no,1000,Super,18,88.5,1593,iDeal,yes,3,False.
1738,NB,South,045-3734264,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,11,True.
1118,GR,North,050-4011252,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,5,False.
0934,GD,Center,030-4117353,no,no,250,Basic,24,53.5,1284,Direct Debit,no,3,False.
0605,FR,North,050-3884331,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
2582,UT,Center,030-3874504,no,no,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
1386,LB,South,045-3795885,no,yes,250,Basic,31,53.5,1658.5,Direct Debit,no,13,True.
1381,LB,South,045-3779520,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
1189,LB,South,045-3355882,no,no,500,Extra,22,68,1496,Direct Debit,yes,0,False.
0933,GD,Center,030-4116598,no,no,250,Basic,60,53.5,3210,Direct Debit,no,4,False.
0087,DR,North,050-3665780,no,no,500,Extra,11,68,748,Direct Debit,yes,3,False.
0508,FR,North,050-3441970,no,yes,500,Extra,18,68,1224,Direct Debit,yes,11,True.
2110,NH,Center,030-4017594,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
1427,LB,South,045-3872014,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1582,LB,South,045-4174456,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,10,True.
2593,UT,Center,030-3933274,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
1674,NB,South,045-3527752,yes,yes,250,Basic,13,53.5,695.5,Direct Debit,no,11,True.
2118,NH,Center,030-4031742,no,yes,250,Basic,1,53.5,53.5,Direct Debit,no,0,False.
0210,FL,Center,030-3304364,no,no,1000,Super,44,88.5,3894,iDeal,yes,2,False.
2233,OV,Center,030-3486057,no,no,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
0476,FR,North,050-3302693,yes,no,500,Extra,5,68,340,Direct Debit,yes,1,False.
1030,GR,North,050-3556837,no,yes,500,Extra,26,68,1768,Direct Debit,yes,11,True.
1693,NB,South,045-3592197,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,3,False.
2501,UT,Center,030-3567239,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,2,False.
1173,LB,South,045-3318713,no,no,500,Extra,9,68,612,Direct Debit,yes,0,False.
1473,LB,South,045-3964311,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
0994,GR,North,050-3414103,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
2190,OV,Center,030-3331012,no,yes,500,Extra,18,68,1224,Direct Debit,yes,0,False.
1409,LB,South,045-3841833,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
0544,FR,North,050-3572748,no,yes,50,Basic,56,53.5,2996,Direct Debit,no,1,False.
3327,ZL,South,045-4203346,no,no,1000,Super,19,88.5,1681.5,iDeal,yes,4,False.
3311,ZL,South,045-4154051,no,no,1000,Super,9,88.5,796.5,iDeal,yes,1,False.
1322,LB,South,045-3612924,no,no,250,Basic,26,53.5,1391,Direct Debit,no,2,False.
0426,FL,Center,030-4062454,no,no,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
0014,DR,North,050-3355591,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
0324,FL,Center,030-3688964,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
0297,FL,Center,030-3616563,yes,yes,500,Extra,60,68,4080,Direct Debit,yes,11,True.
2232,OV,Center,030-3483830,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
2548,UT,Center,030-3724868,no,yes,500,Extra,56,68,3808,Direct Debit,yes,14,True.
0255,FL,Center,030-3458397,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
0167,DR,North,050-4052209,yes,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
0127,DR,North,050-3867118,no,no,250,Basic,8,53.5,428,Direct Debit,no,4,False.
1925,NH,Center,030-3298669,no,no,50,Basic,11,53.5,588.5,Direct Debit,no,1,False.
3240,ZL,South,045-3935208,no,no,1000,Super,5,88.5,442.5,iDeal,yes,0,False.
3101,ZL,South,045-3597521,no,no,250,Basic,22,53.5,1177,Direct Debit,no,3,False.
2855,ZH,Center,030-3812709,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,3,False.
0062,DR,North,050-3533759,no,yes,50,Basic,35,53.5,1872.5,Direct Debit,no,15,True.
1135,GR,North,050-4086302,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
3197,ZL,South,045-3842632,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,3,False.
1503,LB,South,045-4023908,no,yes,250,Basic,4,53.5,214,Direct Debit,no,10,True.
1075,GR,North,050-3771273,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,11,True.
2641,UT,Center,030-4104882,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,0,False.
0825,GD,Center,030-3799821,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,0,False.
1325,LB,South,045-3627835,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
0681,GD,Center,030-3328103,no,yes,1000,Super,37,88.5,3274.5,iDeal,yes,1,False.
3132,ZL,South,045-3667331,no,no,250,Basic,60,53.5,3210,Direct Debit,no,0,False.
1448,LB,South,045-3907863,no,no,250,Basic,60,53.5,3210,Direct Debit,no,0,False.
0847,GD,Center,030-3856778,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
2908,ZH,Center,030-3967091,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,3,False.
2409,OV,Center,030-4166886,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,9,True.
3202,ZL,South,045-3849254,yes,no,250,Basic,2,53.5,107,Direct Debit,no,1,False.
2658,UT,Center,030-4173257,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
0442,FL,Center,030-4115677,yes,yes,250,Basic,35,53.5,1872.5,Direct Debit,yes,14,True.
3118,ZL,South,045-3634967,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
0614,FR,North,050-3932812,no,no,250,Basic,56,53.5,2996,Direct Debit,no,2,False.
2558,UT,Center,030-3775441,no,yes,500,Extra,19,68,1292,Direct Debit,yes,2,False.
1444,LB,South,045-3903565,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,3,False.
0717,GD,Center,030-3449943,no,yes,50,Basic,11,53.5,588.5,Direct Debit,no,1,False.
1692,NB,South,045-3583261,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,3,False.
1109,GR,North,050-3976789,yes,yes,250,Basic,9,53.5,481.5,Direct Debit,yes,11,True.
2967,ZH,Center,030-4176330,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,3,False.
2693,ZH,Center,030-3325964,no,no,1000,Super,6,88.5,531,iDeal,yes,0,False.
1034,GR,North,050-3565491,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,2,False.
3181,ZL,South,045-3797215,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,13,True.
0247,FL,Center,030-3435219,yes,yes,50,Basic,18,53.5,963,Direct Debit,no,13,True.
0735,GD,Center,030-3525000,no,no,250,Basic,2,53.5,107,Direct Debit,no,0,False.
2307,OV,Center,030-3796652,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,0,False.
2242,OV,Center,030-3525081,no,no,250,Basic,2,53.5,107,Direct Debit,no,1,False.
0048,DR,North,050-3482009,no,no,50,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
0608,FR,North,050-3888282,no,no,1000,Super,60,88.5,5310,iDeal,yes,1,False.
1630,NB,South,045-3388784,no,yes,500,Extra,9,68,612,Direct Debit,yes,2,False.
1579,LB,South,045-4172035,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,0,False.
1440,LB,South,045-3895649,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,0,False.
1357,LB,South,045-3712316,no,yes,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
0119,DR,North,050-3818422,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
2997,ZL,South,045-3323381,no,no,50,Basic,22,53.5,1177,Direct Debit,no,2,False.
0904,GD,Center,030-4044611,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
0012,DR,North,050-3342730,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
0194,DR,North,050-4206121,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
0885,GD,Center,030-3979928,no,no,250,Basic,28,53.5,1498,Direct Debit,no,2,False.
0166,DR,North,050-4049348,yes,yes,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
0798,GD,Center,030-3701465,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
2203,OV,Center,030-3369273,no,no,500,Extra,60,68,4080,Direct Debit,yes,1,False.
0854,GD,Center,030-3877371,no,yes,250,Basic,8,53.5,428,Direct Debit,no,10,True.
2835,ZH,Center,030-3738483,no,yes,250,Basic,9,53.5,481.5,Manual Transfer,no,10,True.
2398,OV,Center,030-4117390,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
0868,GD,Center,030-3922722,no,yes,250,Basic,4,53.5,214,Direct Debit,no,3,False.
2077,NH,Center,030-3855688,no,yes,500,Extra,18,68,1224,Direct Debit,yes,10,True.
2122,NH,Center,030-4034816,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
2458,UT,Center,030-3385207,no,no,50,Basic,26,53.5,1391,Direct Debit,no,0,False.
1436,LB,South,045-3888583,no,yes,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
3043,ZL,South,045-3443145,no,no,500,Extra,22,68,1496,Direct Debit,yes,3,False.
2509,UT,Center,030-3601776,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,0,False.
1518,LB,South,045-4045387,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
2785,ZH,Center,030-3588729,no,no,500,Extra,9,68,612,Direct Debit,yes,1,False.
1741,NB,South,045-3748525,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,5,False.
0129,DR,North,050-3871116,no,yes,1000,Super,19,88.5,1681.5,iDeal,yes,5,True.
2228,OV,Center,030-3475354,yes,yes,500,Extra,56,68,3808,Direct Debit,yes,1,False.
0969,GR,North,050-3318484,no,yes,50,Basic,22,53.5,1177,Direct Debit,no,3,False.
2349,OV,Center,030-3964869,no,yes,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
1531,LB,South,045-4072292,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,4,False.
2716,ZH,Center,030-3386556,no,no,50,Basic,9,53.5,481.5,Direct Debit,no,0,False.
1078,GR,North,050-3788572,no,no,250,Basic,8,53.5,428,Direct Debit,no,1,False.
0085,DR,North,050-3662622,no,no,500,Extra,19,68,1292,Direct Debit,yes,2,False.
1255,LB,South,045-3476994,no,no,500,Extra,56,68,3808,Direct Debit,yes,1,False.
2078,NH,Center,030-3862970,no,no,500,Extra,37,68,2516,Direct Debit,yes,2,False.
3167,ZL,South,045-3758505,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,0,False.
1277,LB,South,045-3519537,no,no,1000,Super,39,88.5,3451.5,iDeal,yes,3,False.
0815,GD,Center,030-3747787,yes,yes,250,Basic,18,53.5,963,Direct Debit,no,11,True.
1563,LB,South,045-4141496,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,11,True.
1694,NB,South,045-3596232,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,13,True.
2744,ZH,Center,030-3464216,no,yes,250,Basic,60,53.5,3210,Direct Debit,no,0,False.
0519,FR,North,050-3487193,no,yes,50,Basic,31,53.5,1658.5,Direct Debit,no,15,True.
1226,LB,South,045-3418719,no,yes,50,Basic,2,53.5,107,Direct Debit,no,10,True.
0802,GD,Center,030-3713236,no,no,250,Basic,22,53.5,1177,Direct Debit,no,3,False.
0116,DR,North,050-3809063,no,no,1000,Super,37,88.5,3274.5,iDeal,yes,1,False.
1536,LB,South,045-4082621,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
2777,ZH,Center,030-3573187,no,no,500,Extra,1,68,68,Direct Debit,yes,0,False.
0411,FL,Center,030-4007509,no,no,250,Basic,4,53.5,214,Direct Debit,no,7,False.
0794,GD,Center,030-3679257,no,no,500,Extra,1,68,68,Direct Debit,yes,0,False.
0734,GD,Center,030-3524541,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,1,False.
0236,FL,Center,030-3386714,yes,yes,50,Basic,60,53.5,3210,Direct Debit,no,5,True.
0707,GD,Center,030-3417412,no,no,50,Basic,60,53.5,3210,Direct Debit,no,0,False.
0672,GD,Center,030-3289869,no,no,1000,Super,4,88.5,354,iDeal,yes,0,False.
0661,FR,North,050-4191674,no,yes,250,Basic,31,53.5,1658.5,Direct Debit,no,12,True.
2767,ZH,Center,030-3537461,no,no,500,Extra,19,68,1292,Direct Debit,yes,3,False.
2873,ZH,Center,030-3867281,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
1281,LB,South,045-3527413,no,no,1000,Super,33,88.5,2920.5,iDeal,yes,0,False.
2145,NH,Center,030-4105236,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
0402,FL,Center,030-3951962,no,no,250,Basic,8,53.5,428,Direct Debit,no,3,False.
2952,ZH,Center,030-4121194,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
0621,FR,North,050-3951898,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
3032,ZL,South,045-3412360,no,no,500,Extra,31,68,2108,Direct Debit,yes,1,False.
1575,LB,South,045-4167307,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
0227,FL,Center,030-3363488,no,no,50,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
2355,OV,Center,030-3976425,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
1083,GR,North,050-3805873,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,3,False.
2772,ZH,Center,030-3548088,no,no,500,Extra,19,68,1292,Direct Debit,yes,0,False.
1540,LB,South,045-4086676,no,no,250,Basic,8,53.5,428,Direct Debit,no,1,False.
1508,LB,South,045-4035552,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,0,False.
2037,NH,Center,030-3709622,no,yes,500,Extra,8,68,544,Direct Debit,yes,13,True.
1121,GR,North,050-4021725,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
2389,OV,Center,030-4085322,no,yes,250,Basic,60,53.5,3210,Direct Debit,no,11,True.
1649,NB,South,045-3459140,yes,yes,500,Extra,9,68,612,Manual Transfer,yes,11,True.
1276,LB,South,045-3519037,no,no,1000,Super,4,88.5,354,iDeal,yes,1,False.
0130,DR,North,050-3898606,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,1,False.
3130,ZL,South,045-3664444,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,0,False.
2829,ZH,Center,030-3722990,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
0870,GD,Center,030-3928905,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,3,False.
2260,OV,Center,030-3591231,no,no,1000,Super,7,88.5,619.5,iDeal,yes,3,False.
1524,LB,South,045-4063069,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,14,True.
2476,UT,Center,030-3451419,no,no,50,Basic,18,53.5,963,Direct Debit,no,0,False.
1415,LB,South,045-3849243,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
0278,FL,Center,030-3532557,no,yes,500,Extra,8,68,544,Direct Debit,yes,0,False.
0280,FL,Center,030-3537289,no,no,500,Extra,35,68,2380,Direct Debit,yes,2,False.
0032,DR,North,050-3411916,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,4,False.
0634,FR,North,050-4022072,no,no,1000,Super,60,88.5,5310,iDeal,yes,3,False.
1746,NB,South,045-3758934,no,yes,250,Basic,18,53.5,963,Direct Debit,no,1,False.
0204,FL,Center,030-3289315,no,yes,1000,Super,19,88.5,1681.5,iDeal,yes,5,False.
0871,GD,Center,030-3932373,no,no,250,Basic,18,53.5,963,Direct Debit,no,2,False.
2375,OV,Center,030-4053309,no,yes,250,Basic,2,53.5,107,Direct Debit,no,10,True.
1999,NH,Center,030-3561420,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
0951,GD,Center,030-4184658,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,0,False.
3290,ZL,South,045-4098796,no,no,250,Basic,4,53.5,214,Direct Debit,no,1,False.
1849,NB,South,045-4039468,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
2404,OV,Center,030-4156110,no,yes,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
2333,OV,Center,030-3926331,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,0,False.
0730,GD,Center,030-3509994,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
1041,GR,North,050-3606868,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,1,False.
2540,UT,Center,030-3705042,no,yes,500,Extra,60,68,4080,Direct Debit,yes,1,False.
1509,LB,South,045-4036225,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,3,False.
1076,GR,North,050-3774169,yes,yes,250,Basic,4,53.5,214,Direct Debit,no,11,True.
1718,NB,South,045-3673950,no,no,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
1530,LB,South,045-4069926,yes,yes,250,Basic,56,53.5,2996,Direct Debit,no,11,True.
1280,LB,South,045-3526732,no,no,1000,Super,26,88.5,2301,iDeal,yes,0,False.
2803,ZH,Center,030-3633818,no,no,500,Extra,9,68,612,Direct Debit,yes,3,False.
1679,NB,South,045-3556930,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
1578,LB,South,045-4169615,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
0862,GD,Center,030-3894780,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
0670,GD,Center,030-3281206,no,yes,1000,Super,9,88.5,796.5,iDeal,yes,2,False.
1711,NB,South,045-3659011,yes,no,250,Basic,60,53.5,3210,Direct Debit,no,0,False.
0396,FL,Center,030-3933507,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
1859,NB,South,045-4062213,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,2,False.
2008,NH,Center,030-3585721,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,1,False.
0561,FR,North,050-3669538,yes,no,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
2598,UT,Center,030-3946278,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
1919,NH,Center,030-3282478,no,no,50,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
0491,FR,North,050-3333421,no,no,500,Extra,22,68,1496,Direct Debit,yes,2,False.
0469,FL,Center,030-4204089,yes,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
2103,NH,Center,030-3979148,no,yes,250,Basic,5,53.5,267.5,Direct Debit,yes,15,True.
1134,GR,North,050-4084195,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
1132,GR,North,050-4067844,no,yes,1000,Super,26,88.5,2301,iDeal,yes,12,True.
1122,GR,North,050-4022377,no,no,250,Basic,56,53.5,2996,Direct Debit,no,2,False.
1191,LB,South,045-3356832,no,no,500,Extra,60,68,4080,Direct Debit,yes,3,False.
0552,FR,North,050-3611581,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,0,False.
1641,NB,South,045-3439365,no,no,500,Extra,5,68,340,Direct Debit,yes,2,False.
1725,NB,South,045-3699772,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
2041,NH,Center,030-3725262,no,no,500,Extra,9,68,612,Direct Debit,yes,1,False.
0329,FL,Center,030-3719602,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
2963,ZH,Center,030-4165849,yes,yes,250,Basic,56,53.5,2996,Direct Debit,no,2,False.
1708,NB,South,045-3642439,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
2577,UT,Center,030-3863671,no,no,500,Extra,4,68,272,Direct Debit,yes,3,False.
2880,ZH,Center,030-3902320,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
1003,GR,North,050-3453451,no,no,500,Extra,22,68,1496,Direct Debit,yes,3,False.
2729,ZH,Center,030-3418467,no,no,50,Basic,26,53.5,1391,Direct Debit,no,1,False.
3275,ZL,South,045-4056641,no,no,250,Basic,18,53.5,963,Direct Debit,no,1,False.
3186,ZL,South,045-3819367,no,no,250,Basic,8,53.5,428,Direct Debit,no,3,False.
0673,GD,Center,030-3292918,no,no,1000,Super,2,88.5,177,iDeal,yes,2,False.
3114,ZL,South,045-3632602,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1376,LB,South,045-3775258,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,0,False.
0598,FR,North,050-3835976,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,6,False.
0077,DR,North,050-3607246,no,yes,500,Extra,1,68,68,Direct Debit,yes,1,False.
1405,LB,South,045-3831509,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,4,False.
0910,GD,Center,030-4056298,no,no,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
0179,DR,North,050-4123404,no,no,1000,Super,44,88.5,3894,iDeal,yes,0,False.
0712,GD,Center,030-3431009,no,no,50,Basic,31,53.5,1658.5,Direct Debit,no,0,False.
1560,LB,South,045-4136346,yes,no,250,Basic,1,53.5,53.5,Direct Debit,no,0,False.
2423,UT,Center,030-3271319,no,yes,1000,Super,26,88.5,2301,iDeal,yes,3,False.
3187,ZL,South,045-3822182,yes,yes,250,Basic,11,53.5,588.5,Direct Debit,no,12,True.
0551,FR,North,050-3611404,no,yes,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1090,GR,North,050-3853540,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1380,LB,South,045-3779178,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
0797,GD,Center,030-3698005,no,no,250,Basic,26,53.5,1391,Direct Debit,no,3,False.
0445,FL,Center,030-4127791,no,no,250,Basic,22,53.5,1177,Direct Debit,no,3,False.
2511,UT,Center,030-3602107,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,3,False.
1045,GR,North,050-3631107,no,no,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
2878,ZH,Center,030-3897620,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
3059,ZL,South,045-3477773,no,no,500,Extra,4,68,272,Direct Debit,yes,0,False.
0886,GD,Center,030-3982148,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,0,False.
0464,FL,Center,030-4196033,no,yes,250,Basic,35,53.5,1872.5,Direct Debit,no,1,False.
0924,GD,Center,030-4102518,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
0016,DR,North,050-3366907,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,0,False.
0988,GR,North,050-3381840,no,no,50,Basic,22,53.5,1177,Direct Debit,no,1,False.
1601,NB,South,045-3278732,no,yes,500,Extra,19,68,1292,Direct Debit,yes,0,False.
2724,ZH,Center,030-3403182,no,no,50,Basic,4,53.5,214,Direct Debit,no,1,False.
0312,FL,Center,030-3654728,no,yes,500,Extra,19,68,1292,Direct Debit,yes,11,True.
1985,NH,Center,030-3505883,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
1053,GR,North,050-3685628,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,3,False.
3296,ZL,South,045-4114781,no,no,250,Basic,2,53.5,107,Direct Debit,no,1,False.
1059,GR,North,050-3702892,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
0556,FR,North,050-3648774,no,no,250,Basic,56,53.5,2996,Direct Debit,no,2,False.
0428,FL,Center,030-4065023,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,4,False.
0353,FL,Center,030-3794372,no,no,250,Basic,2,53.5,107,Direct Debit,no,3,False.
0616,FR,North,050-3934949,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
1867,NB,South,045-4086089,no,yes,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
3051,ZL,South,045-3468581,no,no,500,Extra,26,68,1768,Direct Debit,yes,4,False.
0632,FR,North,050-4014844,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
0529,FR,North,050-3533061,no,yes,50,Basic,56,53.5,2996,Direct Debit,no,2,False.
0091,DR,North,050-3688600,no,no,500,Extra,9,68,612,Direct Debit,yes,0,False.
3330,ZL,South,045-4209973,no,no,250,Basic,17,53.5,909.5,Direct Debit,no,1,False.
2104,NH,Center,030-3984313,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,4,False.
1194,LB,South,045-3362322,no,no,500,Extra,37,68,2516,Direct Debit,yes,3,False.
1589,LB,South,045-4184637,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,0,False.
0390,FL,Center,030-3917166,no,no,250,Basic,26,53.5,1391,Direct Debit,no,4,False.
